gene_id	JCYL001B	JCYL002B	JCYL003B	JCYL001D	JCYL002D	JCYL003D
YAL044C	19971.322	20057.215	16118.771	8965.228	6985.935	6430.616
YAL044W-A	1483.139	1644.759	1335.009	3100.167	2306.641	2331.788
YAL046C	987.302	1050.196	884.146	1681.606	1056.891	1233.486
YAL047C	1199.288	1322.33	1064.488	1267.505	1132.092	964.831
YAL048C	1526.4	1688.889	1358.83	1320.79	1248.168	1092.508
YAL049C	932.079	985.533	866.862	1425.441	1230.325	1106.829
YAL051W	2226.177	2619.816	2042.926	2380.806	2045.875	1858.824
YAL053W	5030.018	5881.913	5093.966	8434.862	6796.321	7102.097
YAL054C	1360.486	1417.663	1163.823	4822.54	3473.218	3504.9
YAL055W	1091.766	1141.436	849.78	1630.466	1262.121	1203.96
YAL056W	5254.89	6137.298	4582.592	6628.461	5648.798	5267.427
YAL058W	1586.755	1767.697	1487.868	1393.675	1139.799	1069.686
YAL059W	1157.276	1349.588	1016.365	1500.172	1282.99	1220.75
YAL060W	5219.639	5424.547	4165.539	9627.929	7270.42	7037.676
YAL061W	2521.784	2548.923	2054.956	2874.263	2112.352	2016.261
YAL062W	6237.544	6817.088	5370.615	18750.748	15836.887	14367.064
YAL063C	1186.004	1351.536	1034.312	1617.739	1356.769	1370.147
YAL063C-A	58.135	68.584	66.594	87.641	87.275	53.579
YAL064C-A	126.544	148.618	89.73	141.974	95.018	116.395
YAL064W	12.045	15.106	10.067	11.783	11.898	6.94
YAL064W-B	88.197	125.989	93.941	93.441	62.606	68.049
YAL065C	103.724	104.52	87.659	81.097	96.091	70.282
YAL067C	3388.266	3603.375	2169.47	1070.704	1039.174	832.546
YAL067W-A	10.001	16.171	16.725	20.759	9.207	11.99
YAL068C	580.268	743.986	580.313	929.235	571.596	558.167
YAR002C-A	5864.251	6560.801	5234.339	6946.167	5679.969	5499.926
YAR002W	3102.557	3501.324	2707.477	2545.786	2159.142	1976.199
YAR003W	2215.836	2435.048	1963.971	1819.491	1493.427	1485.736
YAR007C	2829.255	2959.843	2322.794	4739.385	3907.686	3451.69
YAR008W	1121.425	1223.153	967.705	1570.684	1168.801	1234.094
YAR009C	1803.562	1803.74	1329.223	314.102	451.17	437.071
YAR010C	0	0	0	12573.153	9199.622	8495.368
YAR014C	4406.179	5080.448	4030.519	3457.914	2868.486	2766.505
YAR015W	11708.807	13433.555	8892.402	10248.643	8732.2	8029.811
YAR018C	1363.651	1463.358	1223.063	1070.735	866.15	809.58
YAR019C	1314.274	1519.426	1224.287	1349.646	1158.27	1105.433
YAR020C	228.462	253.945	155.744	1327.29	1142.39	853.554
YAR023C	586.043	645.313	489.833	449.298	394.724	376.265
YAR027W	2733.37	2953.471	2176.468	2873.448	2566.424	2138.963
YAR028W	2063.255	2227.226	1791.312	1284.253	1077.891	978.412
YAR029W	416.655	423.442	338.594	318.855	309.402	233.733
YAR031W	484.435	694.754	487.372	544.643	452.977	440.456
YAR033W	921.117	1001.53	802.236	704.565	568.421	565.675
YAR035C-A	10.071	4.038	3.038	1.97	1.963	0.987
YAR035W	8384.068	9183.032	7231.547	10089.192	8230.129	7413.762
YAR042W	2946.313	3504.459	2544.537	3593.144	3029.349	2948.611
YAR050W	718.883	871.95	778.186	892.343	811.341	841.994
YAR061W	224.314	215.795	198.43	125.92	95.383	119.345
YAR064W	34.143	38.414	35.051	44.369	33.36	18.002
YAR066W	111.12	95.057	63.883	73.284	103.331	107.461
YAR068W	254.335	277.684	214.147	153.038	121.333	99.863
YAR071W	1822.121	1775.273	1416.066	1428.205	1209.299	1143.988
YBL001C	6216.729	6535.957	5185.965	10474.541	7635.149	7949.849
YBL002W	17143.611	18361.585	14078.352	11431.206	9985.575	9844.207
YBL003C	19103.679	19344.752	15160.69	12380.396	10340.626	10237.767
YBL004W	1945.407	2303.332	1629.883	3352.444	2627.541	2728.484
YBL005W	2956.433	3270.019	2527.909	2053.517	2187.663	1677.88
YBL005W-A	0	0	0	711.529	0	494.42
YBL005W-B	9646.621	10550.917	7910.93	2254.913	4468.567	2079.157
YBL006C	2268.815	2381.999	1978.961	2648.355	2091.281	1852.728
YBL007C	6398.964	7703.345	5968.127	11215.683	8835.842	8603.553
YBL008W	1573.681	1700.114	1380.611	1645.459	1422.617	1390.597
YBL008W-A	11.52	14.465	20.361	5.804	13.457	4.803
YBL009W	1177.208	1349.79	1025.502	1262.968	1053.542	1100.962
YBL010C	1184.895	1330.312	1012.013	1089.049	882.13	859.506
YBL011W	3743.414	4347.706	3564.35	3915.052	3472.443	3183.011
YBL013W	269.163	331.302	261.245	385.063	311.364	300.148
YBL014C	1671.715	1934.934	1511.961	2112.858	1636.9	1640.015
YBL015W	3961.376	4137.394	3336.652	11248.352	9632.352	9467.437
YBL016W	2546.597	2704.271	2242.575	2165.482	2063.984	1732.862
YBL017C	7772.077	8669.73	6939.495	8386.093	7220.774	6706.655
YBL018C	1415.451	1453.571	1134.191	1795.995	1413.632	1449.51
YBL019W	1536.394	1617.811	1275.525	2024.208	1722.836	1465.737
YBL020W	2531.144	2874.672	2233.123	3060.903	2571.488	2468.824
YBL021C	1038.153	1040.62	909.494	1417.446	975.515	1031.09
YBL022C	5458.361	6171.27	4843.121	7721.813	6233.396	5707.396
YBL023C	1998.42	2304.637	1836.557	2650.567	2255.281	2171.206
YBL024W	3335.671	4085.153	3007.523	4061.037	3620.729	3341.485
YBL025W	796.017	869.204	752.436	599.711	569.885	516.388
YBL026W	1330.276	1421.274	1124.105	1794.101	1466.163	1406.43
YBL027W	30905.993	36691.419	27555.706	43668.245	34901.468	33970.596
YBL028C	995.826	1122.747	913.264	1085.24	859.613	821.644
YBL029C-A	1060.88	1135.919	887.636	2013.721	1551.994	1661.02
YBL029W	4664.57	4848.207	3921.247	7927.828	7814.191	6366.491
YBL030C	2207.821	2290.918	1961.419	12924.121	9657.079	10552.434
YBL031W	1111.092	1280.234	1035.775	964.523	814.113	746.856
YBL032W	2978.111	3150.352	2596.059	3528.21	2903.256	2660.328
YBL033C	5198.55	6739.183	5907.185	11853.792	9161.863	9152.701
YBL034C	1190.176	1437.175	1056.311	1545.883	1308.674	1330.843
YBL035C	1592.918	1840.462	1361.078	1895.782	1563.132	1552.038
YBL036C	5957.064	5899.244	4619.097	3313.417	2873.21	2499.296
YBL037W	1593.298	1844.741	1466.269	2157.949	1689.317	1761.812
YBL038W	2165.03	2244.916	1906.474	3944.817	3214.046	3099.77
YBL039C	2842.656	3807.442	2781.969	4155.931	3420.239	3638.006
YBL039W-B	343.835	409.755	303.66	775.898	577.737	596.739
YBL040C	3991.032	4290.989	3346.575	3623.858	2960.019	2857.532
YBL041W	6127.955	6944.556	5920.74	11193.377	9336.561	8803.639
YBL042C	2943.283	3614.638	3092.602	7840.573	6651.851	6563.416
YBL043W	981.359	1311.272	1174.979	2818.469	2267.691	2342.282
YBL044W	29.458	26.607	34.988	19.607	9.048	19.998
YBL045C	4739.65	5069.081	3731.933	19832.691	16347.35	16071.464
YBL046W	1923.718	2179.769	1676.616	2033.676	1777.333	1632.826
YBL047C	7034.395	7844.497	5848.413	11303.947	8491.411	8490.497
YBL048W	954.476	971.494	737.46	1181.897	1162.517	949.564
YBL049W	3078.833	3338.025	2697.259	3913.542	3762.198	2909.081
YBL050W	4845.937	5117.727	4153.132	5888.111	4953.215	4456.099
YBL051C	2923.415	3345.621	2397.805	3178.265	2709.146	2543.216
YBL052C	2330.822	2567.94	2043.249	2394.048	1949.398	1895.24
YBL054W	1452.259	1737.353	1421.533	1746.67	1575.641	1593.828
YBL055C	1589.477	1762.908	1495.3	1000.782	886.837	805.892
YBL056W	6067.731	6754.874	5300.653	6209.968	5456.422	4822.168
YBL057C	2462.804	2731.377	2339.668	1760.746	1387.03	1323.052
YBL058W	7120.594	7779.681	5979.098	8787.462	7672.855	6449.728
YBL059C-A	1115.531	1107.816	847.666	1574.507	1405.23	1283.545
YBL059W	591.667	651.085	549.956	905.738	802.723	725.559
YBL060W	2175.919	2285.203	1930.003	1813.479	1566.663	1451.874
YBL061C	3757.101	4155.968	3182.055	2927.181	2353.356	2254.164
YBL063W	817.076	1013.772	736.162	929.27	806.46	778.473
YBL064C	8243.565	8242.82	6391.175	23442.08	20957.532	17786.458
YBL066C	1070.571	1193.594	984.977	2244.506	1737.111	1859.254
YBL067C	2575.562	2888.699	2309.857	3384.704	3197.861	2677.764
YBL068W	1700.518	2052.372	1558.834	1831.127	1572.073	1459.74
YBL069W	1169.131	1363.002	1152.33	1024.319	880.448	704.651
YBL071C	660.49	723.496	562.155	569.903	496.896	466.997
YBL071C-B	11.078	8.076	3.038	4.925	3.925	2.961
YBL071W-A	638.719	743.369	626.325	792.732	590.282	619.762
YBL072C	27655.069	33706.967	24497.278	41271.403	32687.675	31872.581
YBL074C	849.648	939.149	732.789	609.213	552.738	507.266
YBL075C	1983.827	2176.527	1584.488	17153.938	14259.366	13088.123
YBL076C	19912.4	23211.113	17010.383	16337.378	13584.095	13428.691
YBL078C	1721.575	1742.844	1293.905	2210.732	2132.222	1580.917
YBL079W	2759.355	3167.496	2535.984	3677.17	2836.345	2873.23
YBL080C	1373.188	1533.125	1344.264	1641.309	1311.211	1216.385
YBL081W	948.59	1212.079	955.162	718.156	619.28	605.205
YBL082C	1432.273	1592.358	1392.685	1468.016	1256.438	1107.436
YBL084C	1905.68	2083.292	1619.784	1941.009	1739.814	1532.06
YBL085W	3781.012	4282.036	3391.156	4224.66	3291.248	3262.666
YBL086C	1816.106	1779.866	1345.1	2254.146	1830.247	1576.731
YBL087C	9314.272	11441.797	8391.121	14127.985	11085.835	11145.994
YBL088C	2122.751	2346.991	1798.467	2858.271	2183.054	2273.403
YBL089W	1346.636	1461.396	1153.908	1092.223	978.603	854.935
YBL090W	1629.394	1799.83	1570.408	2469.569	1982.21	1946.913
YBL091C	8168.554	8984.811	7191.112	6257.494	5303.548	4853.249
YBL091C-A	1683.898	1722.018	1390.716	2174.893	1794.865	1520.126
YBL092W	26676.873	32386.57	23592.818	41626.497	33299.413	32408.989
YBL093C	5608.663	6877.468	6035.128	7793.366	6307.296	6178.308
YBL095W	808.409	827.858	715.851	1303.02	1139.081	1109.389
YBL097W	351.954	409.953	329.87	418.274	368.154	356.785
YBL098W	6834.212	7113.593	5253.116	4403.6	4337.227	3413.801
YBL099W	9700.145	10556.023	8188.735	36325.989	29069.888	28893.219
YBL100W-A	0	0	0	0	0	0
YBL100W-B	4509.57	5191.158	4671.25	2119.57	2063.359	2206.778
YBL100W-C	32.228	24.227	17.215	28.567	31.401	18.752
YBL101C	2437.635	2596.515	2027.409	3635.946	3095.589	2787.311
YBL102W	4100.639	4484.817	3465.84	3265.455	2595.379	2449.166
YBL103C	3379.859	3787.773	2783.592	2393.144	1937.92	1833.249
YBL104C	2222.38	2565.622	2013.436	2480.906	2027.094	2031.223
YBL105C	3581.598	4112.46	3231.527	5427.433	4708.752	4476.214
YBL106C	3159.07	3596.703	2697.937	2576.299	1930.252	2057.686
YBL107C	2499.11	2607.272	2086.89	2570.201	2295.615	1940.025
YBL108C-A	533.912	633.203	517.655	529.691	356.214	403.411
YBL111C	769.008	964.212	676.071	966.099	770.835	680.607
YBL112C	195.443	221.812	188.128	225.912	157.858	226.117
YBL113C	2537.256	2831.038	2306.17	3855.79	2989.249	2718.881
YBR001C	3716.708	3839.596	2856.441	3431.327	3042.031	2623.152
YBR002C	2750.292	3206.422	2551.891	3535.661	3045.347	2829.838
YBR003W	3399.885	3661.939	2997.743	3173.878	2971.695	2437.633
YBR004C	1306.711	1603.164	1249.262	1140.943	1141.052	951.815
YBR005W	1580.289	1655.457	1324.754	2266.239	1996.633	1762.337
YBR006W	4512.503	4592.781	3518.569	4535.737	3943.693	3274.424
YBR007C	4237.343	4931.359	3725.019	3070.319	2759.629	2547.991
YBR008C	2479.956	2777.025	2170.791	1817.789	1754.508	1495.752
YBR009C	36637.012	37426.182	29632.051	21791.881	17720.012	18379.623
YBR010W	35634.767	36740.17	29607.917	38570.494	31675.846	30884.302
YBR011C	51602.127	57413.769	42543.257	37603.119	32817.779	28752.673
YBR012W-A	0	5334.367	0	3428.413	3022.942	3372.31
YBR012W-B	6113.422	4991.116	4959.069	2199.485	2037.452	1889.727
YBR013C	800.623	845.185	645.173	876.585	821.032	676.268
YBR014C	2554.509	2756.535	2152.862	2711.731	2327.733	2060.084
YBR015C	3529.79	3991.188	3142.672	4624.59	3962.718	3570.577
YBR016W	2429.584	2521.579	2004.553	2845.446	2330.562	2167.571
YBR017C	3715.645	4687.227	3650.845	4241.024	3903.932	3661.143
YBR018C	616.286	695.437	510.025	504.307	515.292	407.408
YBR019C	1353.742	1469.9	1048.497	1187.946	1098.186	950.375
YBR020W	697.343	802.404	574.921	1065.231	829.157	813.945
YBR021W	1094.676	1363.397	993.527	3652.235	3264.143	2879.278
YBR022W	1483.732	1566.499	1245.457	1915.81	1657.236	1465.7
YBR023C	3554.114	4164.37	3328.158	4419.967	3435.787	3680.881
YBR024W	1462.083	1600.427	1250.59	1781.529	1618.373	1355.902
YBR025C	12798.461	15162.854	10978.697	19299.09	17916.725	15716.317
YBR026C	4516.65	4857.205	3726.922	6154.248	5297.368	4492.658
YBR027C	30.171	43.07	28.861	35.361	30.431	26.612
YBR028C	2992.544	3256.365	2767.854	3263.379	2841.9	2601.806
YBR029C	2065.785	2395.027	1763.572	3305.39	2304.137	2278.333
YBR030W	1735.333	1980.091	1649.519	2217.767	1715.003	1721.765
YBR031W	38246.294	46112.743	34898.581	41361.782	35325.13	35116.207
YBR032W	105.608	103.589	88.669	73.492	52.943	44.44
YBR033W	1636.609	1706.646	1380.318	2939.197	2471.066	2345.589
YBR034C	4264.148	6051.656	5696.873	8447.579	6848.426	6672.379
YBR035C	8460.584	8667.068	6799.912	6008.922	5009.684	4512.901
YBR036C	6383.006	7156.79	5645.936	7266.248	6147.2	5740.359
YBR037C	1857.856	2028.058	1657.277	2323.66	1767.904	1586.743
YBR038W	2342.036	2887.529	2183.204	2373.362	1769.584	1872.09
YBR039W	6060.825	6422.964	4901.546	25781.575	20821.367	20719.477
YBR040W	454.409	505.57	412.98	890.504	768.543	675.684
YBR041W	2684.004	3118.689	2451.768	2400.53	2149.212	1920.556
YBR042C	2419.796	2855.402	2281.404	2532.146	2551.703	2118.425
YBR043C	4621.848	5368.11	4165.937	3941.467	3440.261	3230.84
YBR044C	2208.968	2478.54	1903.246	2168.831	1721.003	1644.425
YBR045C	1092.712	1168.563	851.455	1160.993	1251.976	872.353
YBR046C	3309.743	3630.047	2568.122	2107.703	1859.962	1604.486
YBR047W	2591.148	2561.688	2022.501	839.142	722.99	617.547
YBR048W	10337.349	12782.509	9465.126	14558.478	11671.247	11272.715
YBR049C	4177.036	4635.031	3713.642	5452.1	4473.664	4242.752
YBR050C	240.905	275.233	206.135	4824.457	4407.547	3783.338
YBR052C	4976.012	5084.79	4155.479	7455.148	5765.251	5379.776
YBR053C	3858.234	4227.662	3150.324	4524.331	4059.901	3401.959
YBR054W	11932.446	12998.407	9636.47	19016.635	18647.307	15802.46
YBR055C	3105.971	3663.017	2859.084	2798.967	2345.234	2092.202
YBR056W	5651.456	6048.591	4657.607	5894.657	5558.624	4528.191
YBR056W-A	319.258	327.071	231.892	594.988	594.649	487.55
YBR057C	2798.642	3271.602	2553.44	3258.246	2898.928	2503.141
YBR058C	2934.736	3203.606	2519.41	3604.995	3055.396	2904.523
YBR058C-A	3211.326	3426.195	2522.2	3271.399	2519.802	2448.37
YBR059C	4685.51	5196.482	4222.752	5441.019	4646.854	4186.414
YBR060C	1665.606	1920.415	1457.365	1945.384	1715.438	1465.819
YBR061C	1559.214	1883.981	1510.823	1995.723	1653.826	1568.088
YBR062C	1538.084	1551.363	1140.891	1895.482	1652.11	1404.064
YBR063C	1990.917	2156.126	1791.409	1979.238	1689.386	1553.897
YBR065C	1424.17	1605.496	1315.113	1414.378	1201.158	1114.895
YBR066C	13250.365	13826.163	10996.386	13518.332	11441.85	10148.284
YBR067C	101176.29	107635.794	82397.037	110632.024	133788.32	85160.414
YBR068C	20809.595	24953.901	19371.579	26684.58	22821.784	22039.572
YBR069C	3026.124	3715.307	3412.837	5629.708	4432.293	4934.323
YBR070C	1171.618	1326.079	1060.165	1066.772	782.684	850.091
YBR071W	3310.868	3655.469	2870.423	5446.707	4890.546	4376.894
YBR072C-A	10.071	13.123	11.139	7.881	9.813	13.817
YBR072W	40264.765	36229.046	31744.626	133017.786	139882.254	104468.987
YBR073W	3384.18	3899.77	2888.541	3387.187	3005.822	2747.623
YBR074W	2502.739	2714.725	2058.077	2115.045	1887.906	1746.588
YBR076W	813.674	849.91	651.662	872.719	818.458	628.57
YBR077C	2401.383	2518.674	1959.876	1982.619	1621.971	1550.057
YBR078W	19908.707	23673.183	18349.643	31124	30676.53	26134.098
YBR079C	9565.347	11506.301	8608.935	13653.97	11511.383	10707.8
YBR080C	4578.054	5101.237	4141.647	4432.549	3866.28	3337.096
YBR081C	2727.03	3238.105	2501.469	3053.011	2641.649	2585.138
YBR082C	13784.102	14964.064	12339.909	10320.487	8840.32	8141.037
YBR083W	2313.589	2643.642	2087.797	1324.872	1152.253	1075.802
YBR084C-A	24993.549	29659.77	23033.585	34690.772	27827.867	27130.784
YBR084W	2720	3394.685	2453.056	3242.5	2869.497	2981.766
YBR085C-A	7844.911	7810.17	5873.661	8707.265	8685.379	6524.388
YBR085W	3105.172	3843.797	3318.45	1806.118	1456.847	1132.09
YBR086C	4650.96	5305.003	4028.957	5710.58	5053.102	4405.17
YBR087W	1538.606	1699.345	1269.412	1744.892	1535.039	1437.547
YBR088C	2841.431	3133.912	2497.39	3731.92	3045.057	3032.221
YBR089C-A	3747.41	3865.29	3206.993	3966.317	3284.978	3120.961
YBR090C	631.098	619.376	516.837	718.023	544.381	493.422
YBR091C	688.231	669.983	594.696	775.468	638.357	583.096
YBR092C	36850.892	43135.074	29219.923	3791.153	3906.847	3230.955
YBR093C	3597.48	4381.189	3369.044	2793.722	2507.31	2193.085
YBR094W	2113.492	2343.005	1779.93	2809.398	2408.603	2027.182
YBR095C	1824.05	2221.835	1696.825	1960.991	1710.27	1492.445
YBR096W	2409.184	2454.524	2078.999	1631.546	1447.755	1343.828
YBR097W	1016.73	1161.543	906.342	1188.459	1033.74	959.95
YBR098W	1159.945	1306.831	1022.593	1487.011	1340.521	1181.51
YBR101C	3686.137	4214.707	3280.932	5104.773	4583.842	3877.413
YBR102C	2722.018	3084.568	2275.681	1985.774	1838.739	1617.403
YBR103W	3485.878	3815.946	3145.06	3078.479	2662.512	2433.404
YBR104W	5531.101	6063.582	4860.843	2197.668	1796.758	1803.717
YBR105C	6488.217	8248.452	6933.62	22702.659	18673.2	17661.491
YBR106W	10551.492	12156.577	10194.654	20527.824	18250.874	16329.448
YBR107C	1252.553	1356.508	1114.323	974.05	757.363	760.649
YBR108W	1296.088	1520.747	1220.858	1831.625	1591.355	1504.746
YBR109C	6641.308	7257.487	5892.186	8034.053	6716.275	6152.957
YBR110W	2821.457	3250.173	2544.829	2291.96	1972.866	1817.561
YBR111C	6938.255	7087.008	5527.749	7918.794	6953.649	5901.108
YBR111W-A	1270.163	1274.845	1005.683	1404.915	1198.263	1103.954
YBR112C	4223.784	4925.802	4110.671	4551.411	3564.321	3931
YBR114W	2168.25	2704.46	2369.332	1927.432	1456.802	1627.127
YBR115C	0	0	0	0	0	0
YBR117C	2100.522	2181.78	1696.394	6685.152	5468.117	4835.96
YBR118W	308777.888	355922.701	284940.236	289055.227	263998.073	235842.615
YBR119W	1838.783	2006.864	1487.82	1567.349	1368.546	1272.901
YBR120C	559.303	570.067	377.397	984.519	724.804	617.943
YBR121C	12082.157	13787.911	10549.222	17354.504	14875.779	13753.83
YBR122C	2463.67	2679.724	2164.635	3143.575	2792.385	2439.204
YBR123C	2284.552	2591.929	2018.273	2061.738	1772.42	1650.643
YBR125C	2289.39	2437.069	1948.62	2548.495	2374.117	1994.964
YBR126C	13389.448	13344.522	10132.374	16715.49	13652.384	11661.143
YBR126W-A	2906.418	3168.27	2398.851	3316.241	2702.491	2423.408
YBR127C	27544.811	31454.498	24232.543	24949.48	22283.264	19011.427
YBR128C	1123.133	1055.477	878.151	1233.408	1058.618	842.94
YBR129C	3397.316	3619.2	2900.541	3712.979	2930.2	2909.421
YBR130C	2682.904	3016.273	2350.317	2541.31	2109.715	2019.663
YBR131W	1342.136	1585.196	1256.77	1493.842	1227.728	1087.4
YBR132C	2110.843	2357.685	1781.764	2043.386	1610.991	1584.844
YBR133C	3110.607	3343.942	2689.755	1983.707	1700.14	1538.567
YBR135W	1365.406	1497.177	1189.306	3264.209	2469.589	2326.195
YBR136W	840.757	905.686	712.236	1140.863	916.851	919.308
YBR137W	2425.575	2426.718	1907.961	1747.065	1469.986	1344.142
YBR138C	1419.801	1422.14	1098.226	880.981	702.683	638.843
YBR139W	3930.571	4022.989	3162.602	3653.535	3373.366	2741.704
YBR140C	2571.571	2795.299	2246.017	4933.56	3758.48	4479.522
YBR141C	1147.759	1411.603	1139.886	1097.558	1016.252	904.898
YBR142W	1602.314	1974.03	1502.887	1648.3	1459.907	1394.632
YBR143C	9774.888	11114.241	8207.985	12032.694	10360.21	9320.56
YBR144C	17.086	34.954	29.67	25.86	14.787	15.754
YBR145W	12750.345	13342.454	9628.327	5352.044	4163.623	4084.063
YBR146W	2379.728	2771.722	2255.756	3383.88	2944.52	2608.031
YBR147W	3028.2	3068.299	2209.311	2168.148	1971.795	1527.249
YBR148W	1050.618	1087.187	815.718	970.632	905.126	760.548
