gene_id	JCYL001B	JCYL002B	JCYL003B	JCYL001D	JCYL002D	JCYL003D
YBL092W	79.144	80.24	80.387	78.08	79.239	79.453
YBL093C	223.688	228.034	227.549	218.215	221.318	222.602
YBL095W	289.88	296.007	294.567	280.062	282.46	282.741
YBL097W	1028.317	1040.143	1038.644	1066.577	1067.058	1063.827
YBL098W	731.18	744.094	743.719	729.582	731.723	734.026
YBL099W	502.727	501.46	501.94	490.189	488.478	490.648
YBL100W-A	1268	1268	1268	1268	1268	1268
YBL100W-B	4110.272	4001.772	4000.542	4228.765	4043.742	4044.715
YBL100W-C	49	49	49	49	49	49
YBL101C	1555.683	1569.726	1576.17	1538.853	1541.649	1549.684
YBL102W	166.68	165.479	165.457	165.2	164.313	164.342
YBL103C	493.347	501.735	503.992	502.949	508.611	508.791
YBL104C	1455.29	1457.043	1459.582	1495.517	1483.257	1483.791
YBL105C	1576.076	1582.999	1588.754	1624.771	1615.553	1620.327
YBL106C	1109.4	1111.299	1115.97	1143.323	1136.059	1138.82
YBL107C	357.802	372.844	373.05	376.997	387.387	385.38
YBL108C-A	49	49	49	49	49	49
YBL111C	1081.78	1095.861	1097.354	1014.838	1022.3	1025.745
YBL112C	102.991	103.196	101.492	103.676	103.264	101.984
YBL113C	971.078	968.2	962.227	937.474	931.842	932.777
YBR001C	1008.954	1023.531	1017.959	1037.969	1041.29	1036.679
YBR002C	395.781	401.981	397.931	401.765	403.166	399.409
YBR003W	367.638	368.328	368.517	371.194	371.714	371.476
YBR004C	3038.084	3002.338	2978.422	3076.488	2984.2	2947.093
YBR005W	644.711	651.869	660.223	530.246	527.121	535.386
YBR006W	593.383	593.823	598.912	583.305	580.513	583.226
YBR007C	1319.859	1334.171	1335.311	1363.366	1360.612	1367.893
YBR008C	793.39	792.239	796.296	757.897	748.468	750.392
YBR009C	60.406	61.651	61.492	60.192	61.382	61.485
YBR010W	106.1	105.791	105.687	105.649	105.554	105.556
YBR011C	243.436	242.286	243.927	235.929	235.095	237.38
YBR012W-A	488.365250449812	483.693	488.365250449812	492.991	486.893	489.933
YBR012W-B	2750.948	2736.661	2729.382	2827.982	2778.748	2783.397
YBR013C	353.719	349.15	353.414	372.9	361.825	363.727
YBR014C	168.964	170.141	169.626	174.007	173.794	172.851
YBR015C	911.191	924.394	923.425	917.535	922.343	924.719
YBR016W	442.669	460.415	472.37	363.522	370.469	380.787
YBR017C	9786.252	9124.124	9129.487	9756.334	9014.55	8835.387
YBR018C	600.83	582.447	590.651	623.274	598.491	602.978
YBR019C	716.189	724.604	726.896	731.883	735.204	735.149
YBR020W	720.173	719.256	724.893	688.121	681.771	685.211
YBR021W	1281.743	1261.606	1283.375	1042.858	1020.994	1040.616
YBR022W	373.551	383.471	385.366	387.871	390.252	393.422
YBR023C	1898.583	1881.622	1884.947	1878.329	1837.182	1839.082
YBR024W	240.67	240.874	240.305	245.077	244.483	243.375
YBR025C	486.252	487.883	488.989	500.408	497.826	497.354
YBR026C	415.237	416.967	417.164	426.921	425.475	425.561
YBR027C	9459.428	10077.393	10285.544	9255.37	9768.058	9784.611
YBR028C	765.16	774.013	774.116	788.786	790.696	790.197
YBR029C	925.926	913.104	919.277	922.092	900.003	908.721
YBR030W	1014.885	1019.543	1015.474	1022.851	1015.679	1011.711
YBR031W	696.971	692.474	701.817	604.646	596.402	605.456
YBR032W	85.985	86.224	84.687	83.583	82.776	82.342
YBR033W	3075.498	3155.251	3174.998	3126.569	3153.695	3185.446
YBR034C	472.173	469.447	472.851	483.497	476.69	478.59
YBR035C	296.013	305.215	304.576	288.998	295.239	297.257
YBR036C	376.946	379.127	380.115	376.8	378.158	378.361
YBR037C	318.494	321.96	318.308	313.595	315.9	314.164
YBR038W	1552.884	1550.644	1566.457	1594.644	1573.25	1582.616
YBR039W	321.78	326.135	327.885	331.487	334.056	334.299
YBR040W	2860.037	2914.918	2887.201	2755.014	2732.809	2792.263
YBR041W	2261.841	2176.925	2146.257	2268.354	2149.24	2158.638
YBR042C	1489.327	1430.831	1437.13	1438.666	1372.247	1382.291
YBR043C	858.934	840.827	839.77	871.308	846.028	842.468
YBR044C	637.683	646.515	649.317	659.292	662.703	662.303
YBR045C	5869.555	5996.031	5982.652	5745.493	5724.067	5737.485
YBR046C	414.722	409.728	411.19	427.385	419.33	418.405
YBR047W	321.231	323.886	322.805	331.701	329.031	329.036
YBR048W	163.477	163.093	161.801	157.719	156.792	157.024
YBR049C	1283.026	1301.651	1301.596	1318.485	1320.095	1321.806
YBR050C	2156.493	2084.215	2101.378	2162.172	2034.018	2043.07
YBR052C	416.126	416.906	417.611	375.834	374.82	375.583
YBR053C	399.902	397.516	400.595	412.998	406.081	404.407
YBR054W	246.142	245.123	244.878	247.91	246.007	245.302
YBR055C	1430.957	1454.558	1460.903	1487.924	1495.03	1496.782
YBR056W	518.728	525.653	527.995	535.387	538.394	537.405
YBR056W-A	49	49	49	49	49	49
YBR057C	379.169	381.048	383.823	391.592	391.065	392.425
YBR058C	1450.229	1471.991	1480.363	1484.455	1477.525	1485.573
YBR058C-A	100.149	102.586	103.555	103.598	104.953	105.431
YBR059C	1679.645	1681.508	1688.743	1707.217	1696.267	1706.1
YBR060C	1374.865	1412.345	1416.333	1398.35	1414.355	1441.733
YBR061C	304.005	304.275	306.179	311.726	309.555	309.974
YBR062C	139.016	139.518	139.491	141.11	141.351	141.442
YBR063C	693.504	697.071	699.063	728.995	722.863	720.505
YBR065C	634.504	645.106	651.628	659.049	662.526	668.164
YBR066C	253.148	258	259.447	261.937	264.288	265.364
YBR067C	554.338	550.019	557.274	496.31	484.261	493.689
YBR068C	1535.458	1546.832	1549.421	1555.859	1541.716	1534.312
YBR069C	655.517	659.664	660.411	648.077	648.855	648.604
YBR070C	400.449	397.843	404.303	410.711	405.127	414.228
YBR071W	253.37	253.274	253.679	249.558	248.622	249.538
YBR072C-A	49	49	49	49	49	49
YBR072W	173.37	173.796	173.094	173.182	173.94	173.101
YBR073W	1364.069	1386.67	1397.872	1421.352	1429.792	1436.329
YBR074W	1257.661	1247.467	1250.901	1298.018	1273.996	1276.182
YBR076W	603	616.476	622.123	630.973	636.505	638.425
YBR077C	202.561	203.33	208.191	209.707	210.565	213.136
YBR078W	325.067	316.98	320.928	326.995	319.745	322.981
YBR079C	1212.885	1222.61	1228.961	1180.051	1182.794	1188.24
YBR080C	3436.637	3449.648	3436.904	3387.659	3350.484	3395.029
YBR081C	4964.216	4788.26	4795.57	5064.431	4828.187	4833.727
YBR082C	169.465	169.462	168.197	158.617	157.624	159.366
YBR083W	822.63	817.257	820.751	840.229	827.2	831.952
YBR084C-A	123.2	125.568	123.975	121.654	123.693	123.344
YBR084W	1156.043	1165.508	1173.699	1165.896	1167.868	1174.048
YBR085C-A	91.953	92.808	92.856	95.019	94.847	94.437
YBR085W	261.294	260.658	261.878	265.072	263.969	264.206
YBR086C	2222.79	2218.78	2274.145	2235.889	2200.675	2219.401
YBR087W	405.121	406.141	407.48	420.453	418.058	418.397
YBR088C	210.471	208.348	208.837	215.214	212.178	211.972
YBR089C-A	73.302	74.531	73.52	72.214	73.341	73.168
YBR090C	151.525	154.206	154.694	153.391	155.109	155.434
YBR091C	86.858	87.99	87.287	85.903	87.093	87.06
YBR092C	447.943	451.236	453.716	436.778	438.131	440.876
YBR093C	312.917	309.439	310.239	313.135	310.42	310.21
YBR094W	893.592	913.898	915.942	924.934	938.461	939.426
YBR095C	746.664	744.115	741.514	778.975	767.206	764.593
YBR096W	331.616	318.984	320.073	343.804	326.284	322.786
YBR097W	9186.968	9139.37	9230.137	9193.164	9011.805	9009.816
YBR098W	1168.441	1166.488	1173.42	1222.847	1205.647	1208.687
YBR101C	505.394	499.7	504.391	525.702	516.325	520.356
YBR102C	990.044	993.537	992.919	1022.618	1016.403	1017.978
YBR103W	490.176	491.999	490.384	497.142	495.904	492.738
YBR104W	287.778	290.391	290.699	291.874	292.854	292.137
YBR105C	687.422	698.274	709.775	604.963	607.771	619.016
YBR106W	127.062	126.757	126.157	126.358	125.765	125.637
YBR107C	207.463	211.073	210.435	208.499	211.353	210.839
YBR108W	3872.151	3752.48	3883.493	3011.165	2845.361	2933.336
YBR109C	126.253	125.397	126.135	129.385	128.034	128.257
YBR110W	702.46	702.126	701.275	732	722.844	722.091
YBR111C	334.837	339.392	338.38	332.845	335.239	335.115
YBR111W-A	132.87	134.098	135.149	139.443	139.353	139.18
YBR112C	1335.472	1328.9	1335.351	1306.874	1297.554	1305.201
YBR114W	903.125	912.773	915.47	926.069	929.464	928.987
YBR115C	4130	4130	4130	4130	4130	4130
YBR117C	776.894	778.094	779.094	755.046	754.942	756.994
YBR118W	314.396	314.244	312.726	309.086	309.122	307.857
YBR119W	339.376	339.935	344.318	353.041	351.05	352.725
YBR120C	503.989	521.618	521.759	526.533	534.327	536.594
YBR121C	816.214	824.28	831.357	838.509	840.265	843.112
YBR122C	176.707	178.149	178.665	181.774	181.475	182.106
YBR123C	1297.696	1292.03	1290.091	1351.767	1331.024	1332.839
YBR125C	635.749	633.321	635.247	609.941	603.479	605.366
YBR126C	713.751	734.66	733.84	654.972	666.843	667.595
YBR126W-A	131.109	127.105	130.86	119.419	116.382	118.228
YBR127C	453.021	457.932	456.403	450.875	452.829	452.941
YBR128C	824.286	850.27	849.939	830.038	838.064	844.308
YBR129C	1213.58	1241.362	1231.21	1283.726	1284.978	1256.621
YBR130C	1367.391	1374.107	1381.233	1409.295	1391.138	1396.518
YBR131W	7649.106	7950.874	7914.885	7561.495	7616.847	7605.968
YBR132C	865.511	860.656	861.853	882.461	867.682	867.107
YBR133C	1352.599	1341.721	1351.452	1370.931	1350.248	1360.77
YBR135W	1061.612	1078.206	1138.382	791.263	781.644	826.194
YBR136W	4427.18	4431.259	4478.295	4601.709	4559.247	4578.194
YBR137W	164.83	167.453	169.342	167.925	170.55	171.746
YBR138C	1617.702	1689.307	1690.015	1671.175	1706.356	1723.914
YBR139W	456.252	451.972	452.984	465.202	457.64	456.814
YBR140C	5708.358	5730.252	5784.491	5920.521	5868.41	5899.652
YBR141C	370.892	375.013	374.491	379.029	380.852	380.064
YBR142W	2751.85	2566.538	2622.572	2830.317	2608.999	2637.327
YBR143C	1184.062	1223.835	1262.811	1242.574	1264.92	1277.82
YBR144C	145.434	142.513	143.65	149.274	144.47	145.482
YBR145W	315.43	319.576	318.996	314.697	316.955	316.57
YBR146W	800.415	782.223	765.487	799.574	773.846	769.562
YBR147W	326.207	326.845	328.806	337.089	335.703	336.216
YBR148W	3422.005	3720.991	3690.69	3490.784	3677.966	3698.43
YBR149W	299.411	299.08	300.226	302.742	301.437	301.583
YBR150C	20881.53	21433.466	21039.103	20727.144	20989.223	20694.441
YBR151W	313.66	312.756	314.874	319.461	316.782	317.064
YBR152W	325.446	333.181	334.88	334.788	340.299	340.671
YBR153W	341.696	345.022	345.763	349.828	350.205	349.85
YBR154C	462.173	483.114	483.069	477.439	490.67	491.019
YBR155W	422.024	429.181	428.602	433.215	436.192	436.489
YBR156C	1777.042	1831.623	1834.431	1847.905	1867.976	1874.857
YBR157C	291.419	295.864	298.389	301.848	303.188	303.786
YBR158W	792.176	794.319	801.458	821.5	817.248	819.446
YBR159W	586.864	599.34	604.903	603.727	611.611	614.649
YBR160W	276.767	279.232	276.684	281.097	281.343	279.764
YBR161W	626.493	631.073	629.952	643.429	639.432	636.695
YBR162C	381.58	378.869	378.575	379.668	376.598	376.867
YBR162W-A	57.007	58.551	58.826	58.682	59.696	60.041
YBR163W	1983.945	1959.438	1967.529	2012.756	1955.025	1953.989
YBR164C	136.58	135.908	135.881	139.505	138.284	137.302
YBR165W	276.679	277.232	278.347	285.713	284.907	284.996
YBR166C	621.412	619.117	618.924	643.217	633.387	633.098
YBR167C	155.079	157.332	158.353	160.644	161.731	161.893
YBR168W	1267.356	1265.87	1277.619	1307.311	1278.848	1287.549
YBR169C	839.592	846.626	849.614	852.165	852.731	853.012
YBR170C	976.705	981.486	982.027	1001.286	992.708	992.835
YBR171W	588.225	585.602	583.734	603.798	588.417	588.277
YBR172C	869.601	871.948	877.609	893.523	890.33	892.486
YBR173C	188.639	187.472	186.584	179.008	177.466	178.531
YBR175W	215.053	215.489	214.684	215.161	215.575	214.948
