gene_id	JCYL001B	JCYL002B	JCYL003B	JCYL001D	JCYL002D	JCYL003D
YAL062W	1385.463	1367.127	1370.563	1220.672	1196.76	1203.15
YAL063C	1083.035	1074.67	1072.782	1065.197	1057.572	1061.904
YAL063C-A	867.841	895.273	897.782	895.165	905.474	906.484
YAL064C-A	83.398	81.826	81.416	82.266	80.865	80.676
YAL064W	286.472	285.707	286.551	286.477	282.14	283.6
YAL064W-B	76.447	76.815	76.078	75.412	75.691	75.132
YAL065C	96.461	97.507	96.984	94.758	95.891	95.909
YAL067C	1485.236	1488.744	1500.6	1514.31	1496.517	1499.666
YAL067W-A	49	49	49	49	49	49
YAL068C	204.492	206.208	208.832	187.826	188.013	192.057
YAR002C-A	139.564	139.669	140.056	141.665	141.788	141.619
YAR002W	570.284	573.337	580.197	586	586.718	591.656
YAR003W	458.227	457.385	456.79	470.116	466.554	466.224
YAR007C	666.418	670.406	674.899	686.574	685.814	686.954
YAR008W	286.645	287.508	288.266	296.574	295.079	295.295
YAR009C	1892.932	1900.886	1900.33	1967.85	1950.328	1955.623
YAR010C	459.789057392667	459.789057392667	459.789057392667	461.214	458.003	460.156
YAR014C	669.5	672.812	670.952	672.752	673.49	671.825
YAR015W	309.839	311.161	309.511	299.585	300.034	300.667
YAR018C	512.461	523.137	522.626	525.766	532.649	532.922
YAR019C	2746.955	2743.481	2752.345	2814.097	2753.614	2781.056
YAR020C	4796.801	5285.166	5808.176	3221.666	3451.92	3762.021
YAR023C	158.055	158.273	158.951	161.69	161.311	160.995
YAR027W	293.292	297.917	300.185	302.944	304.771	304.76
YAR028W	280.397	283.235	281.322	273.963	274.577	272.691
YAR029W	58.353	58.385	58.507	60.303	60.206	60.086
YAR031W	823.671	769.537	774.177	834.693	765.832	775.153
YAR033W	542.172	560.064	565.533	556.589	562.944	562.523
YAR035C-A	32	32	32	32	32	32
YAR035W	14214.734	14363.318	15196.443	10109.961	9988.722	10489.239
YAR042W	7889.748	7702.894	7851.038	7599.766	7327.602	7490.647
YAR050W	1445.54	1435.137	1431.306	1396.8	1384.199	1390.384
YAR061W	285.062	284.795	285.808	286.866	286.375	286.523
YAR064W	373.884	372.016	373.498	333.212	327.51	328.979
YAR066W	469.928	473.086	482.782	408.372	403.965	416.845
YAR068W	132.554	132.02	132.305	129.036	128.631	129.435
YAR071W	432.941	433.912	434.036	432.673	431.733	431.961
YBL001C	86.273	85.145	85.617	88.021	86.396	86.499
YBL002W	115.464	114.138	114.374	117.206	115.453	115.922
YBL003C	103.125	104.979	104.605	105.289	106.575	106.751
YBL004W	8953.449	9051.466	9076.658	9234.398	9219.169	9243.771
YBL005W	9878.964	9808.21	10036.367	9923.395	9695.038	9807.559
YBL005W-A	829.872858445798	829.872858445798	829.872858445798	826.205	829.872858445798	833.557
YBL005W-B	3112.013	3108.099	3103.846	3207.764	3153.258	3165.422
YBL006C	289.356	296.384	294.16	271.906	275.319	277.024
YBL007C	2608.884	2574.012	2629.221	2230.573	2179.567	2218.013
YBL008W	1007.22	1023.272	1026.314	1031.409	1040.235	1041.153
YBL008W-A	137.416	139.341	141.89	145.514	145.603	146.602
YBL009W	940.419	928.147	942.238	965.086	946.936	957.147
YBL010C	242.398	243.404	243.87	249.013	248.961	248.219
YBL011W	845.06	853.499	852.089	838.025	840.723	839.864
YBL013W	1839.043	1872.501	1911.699	1523.641	1527.635	1565.521
YBL014C	1415.074	1453.958	1448.157	1403.137	1417.953	1416.01
YBL015W	622.667	627.595	620.831	592.644	594.148	593.236
YBL016W	625.316	627.808	626.227	576.156	571.743	576.416
YBL017C	2113.716	2131.654	2146.819	2172.118	2176.505	2182.137
YBL018C	135.961	140.456	141.377	141.309	144.33	143.774
YBL019W	1375.386	1443.124	1456.018	1419.317	1467.372	1484.444
YBL020W	865.697	866.241	870.698	894.235	886.134	887.958
YBL021C	150.083	153.333	151.345	147.2	150.158	150.236
YBL022C	1510.446	1526.405	1524.758	1529.709	1532.975	1535.886
YBL023C	1152.836	1161.344	1157.372	1132.746	1130.719	1129.232
YBL024W	794.623	801.249	804.11	818.329	818.955	819.092
YBL025W	107.771	109.728	109.423	109.574	111.296	110.947
YBL026W	123.434	127.148	127.852	129.264	131.627	131.468
YBL027W	114.929	116.129	115.29	113.161	114.402	114.246
YBL028C	177.381	181.21	182.784	186.504	188.378	189.399
YBL029C-A	87.372	87.316	87.758	89.338	89.2	89.17
YBL029W	34065.66	34953.763	33776.178	34979.604	35392.595	34452.948
YBL030C	274.072	276.277	276.88	273.997	276.409	277.384
YBL031W	354.537	353.825	355.668	363.241	360.362	360.919
YBL032W	21900.76	22545.397	23363.957	18693.315	18820.674	19558.808
YBL033C	476.588	486.39	478.156	453.039	459.42	458.121
YBL034C	13375.841	13451.352	13450.765	13102.99	12851.689	12858.345
YBL035C	1040.917	1050.329	1062.529	1066.595	1066.933	1075.515
YBL036C	389.526	412.179	418.681	405.57	422.219	425.682
YBL037W	1916.897	1890.655	1886.575	1981.159	1940.463	1939.63
YBL038W	255.107	258.409	257.453	262.679	264.35	262.705
YBL039C	513.739	516.38	516.844	523.486	523.984	522.001
YBL039W-B	58.738	58.264	58.896	61.032	59.927	59.891
YBL040C	211.955	211.775	212.777	218.568	217.509	217.855
YBL041W	238.881	236.346	236.868	243.665	240.092	239.899
YBL042C	559.46	558.421	557.816	565.18	561.599	562.175
YBL043W	398.539	403.811	407.166	380.497	383.321	387.817
YBL044W	507.323	527.44	536.615	395.913	401.918	411.484
YBL045C	535.794	525.285	532.043	510.928	500.708	506.325
YBL046W	760.065	769.457	763.946	737.359	734.825	732.936
YBL047C	3724.865	3816.404	4012.987	3032.108	3022.929	3134.74
YBL048W	4705.079	4804.898	4854.45	4537.65	4544.92	4567.315
YBL049W	90.682	89.957	89.801	92.468	91.381	90.84
YBL050W	473.096	468.793	467.388	485.809	474.344	472.026
YBL051C	1062.728	1049.29	1057.581	1093.298	1067.454	1076.095
YBL052C	1930.249	1952.469	1944.306	1987.572	1981.383	1975.472
YBL054W	692.844	702.964	710.991	652.257	653.533	661.087
YBL055C	351.996	354.715	353.887	359.355	360.029	358.795
YBL056W	527.687	537.242	536.464	539.791	544.296	543.155
YBL057C	158.514	162.473	161.955	157.621	161.302	161.053
YBL058W	640.063	639.089	638.433	635.401	627.83	630.087
YBL059C-A	90.093	91.108	91.563	93.728	94.284	94.286
YBL059W	355.911	346.019	347.738	373.329	359.057	357.359
YBL060W	1032.044	1037.552	1040.98	1069.51	1063.696	1062.238
YBL061C	1422.594	1507.364	1497.516	1457.287	1508.267	1507.587
YBL063W	7813.271	7877.706	7862.44	7767.274	7677.814	7672.431
YBL064C	317.153	321.093	324.225	318.589	321.637	323.857
YBL066C	1347.143	1345.529	1351.609	1378.728	1366.243	1368.975
YBL067C	1312.469	1323.313	1332.002	1357.49	1351.887	1354.892
YBL068W	999.007	1023.507	1016.667	991.391	987.38	991.168
YBL069W	532.12	535.431	531.198	529.766	528.709	526.944
YBL071C	110.769	113.128	113.167	115.47	116.325	116.338
YBL071C-B	49	49	49	49	49	49
YBL071W-A	188.951	196.765	198.541	159.394	165.402	168.956
YBL072C	141.456	142.547	142.277	139.527	140.745	141.136
YBL074C	455.874	452.626	455.657	471.345	465.183	466.665
YBL075C	3262.926	3236.086	3391.532	2404.867	2287.091	2380.932
YBL076C	1380.02	1381.336	1387.217	1418.115	1408.174	1408.369
YBL078C	82.554	83.623	83.601	83.976	84.894	84.643
YBL079W	3661.955	3694.426	3740.804	3688.751	3658.926	3706.597
YBL080C	705.57	706.874	707.939	702.069	700.125	700.808
YBL081W	360.444	353.654	354.551	355.948	349.874	352.534
YBL082C	1048.795	1046.624	1061.096	914.335	904.261	915.534
YBL084C	56445.93	58440.611	56308.153	58591.758	60470.264	58829.23
YBL085W	1686.687	1709.371	1718.246	1723.652	1732.693	1745.447
YBL086C	484.508	492.506	495.047	491.686	496.094	497.642
YBL087C	110.214	111.633	109.956	108.749	109.856	109.435
YBL088C	12062.514	12272.068	12381.909	12170.794	12180.75	12247.298
YBL089W	1039.394	1069.749	1062.205	1057.508	1063.328	1066.345
YBL090W	242.948	244.061	245.687	251.516	249.681	251.771
YBL091C	372.356	378.557	376.306	373.466	378.356	377.097
YBL091C-A	184.492	188.475	187.586	180.918	183.938	184.686
YBL092W	79.236	80.334	80.449	78.183	79.32	79.498
YBL093C	223.969	228.236	227.709	218.48	221.483	222.749
YBL095W	290.039	296.107	294.649	280.098	282.436	282.754
YBL097W	1030.134	1040.894	1039.112	1068.478	1067.62	1064.264
YBL098W	731.488	744.115	743.729	729.892	731.645	734.035
YBL099W	502.618	501.543	501.967	490.026	488.525	490.703
YBL100W-A	1268	1268	1268	1268	1268	1268
YBL100W-B	4111.212	4002.895	4000.791	4231.126	4044.405	4044.335
YBL100W-C	49	49	49	49	49	49
YBL101C	1558.001	1571.361	1577.344	1541.093	1542.914	1550.86
YBL102W	166.648	165.496	165.487	165.153	164.329	164.356
YBL103C	494.341	502.263	504.369	503.93	508.994	509.131
YBL104C	1455.642	1456.893	1459.321	1495.84	1482.919	1483.516
YBL105C	1576.962	1583.079	1589.16	1625.771	1615.522	1620.684
YBL106C	1109.556	1111.522	1116.173	1143.539	1136.106	1138.958
YBL107C	358.416	372.741	373.013	377.76	387.335	385.49
YBL108C-A	49	49	49	49	49	49
YBL111C	1082.763	1096.828	1098.004	1015.552	1023.106	1026.32
YBL112C	103.147	103.333	101.572	103.84	103.359	102.068
YBL113C	971.024	968.449	962.489	937.049	931.862	932.737
YBR001C	1008.663	1022.99	1017.633	1037.657	1040.636	1036.313
YBR002C	396.378	402.223	397.881	402.345	403.32	399.441
YBR003W	367.831	368.476	368.617	371.313	371.779	371.519
YBR004C	3023.386	2990.117	2970.956	3062.426	2971.668	2939.865
YBR005W	646.344	652.539	660.88	531.099	527.507	535.89
YBR006W	593.372	593.877	599.023	583.364	580.434	583.146
YBR007C	1322.305	1335.255	1336.235	1365.444	1360.931	1368.387
YBR008C	792.243	791.356	795.602	756.529	747.753	749.722
YBR009C	60.436	61.63	61.489	60.217	61.367	61.488
YBR010W	106.139	105.851	105.734	105.677	105.614	105.608
YBR011C	243.384	242.379	244.003	235.911	235.203	237.504
YBR012W-A	488.401544443612	483.867	488.401544443612	492.814	486.952	490.019
YBR012W-B	2748.349	2735.072	2728.061	2825.55	2777.21	2782.207
YBR013C	353.762	349.181	353.608	372.953	361.855	363.75
YBR014C	168.779	169.97	169.498	173.778	173.579	172.679
YBR015C	911.848	924.699	923.519	918.483	922.594	925.149
YBR016W	444.242	461.611	473.231	364.717	371.281	381.556
YBR017C	9780.57	9119.235	9130.219	9745.66	8998.573	8825.096
YBR018C	601.101	582.823	590.833	623.609	599.067	603.271
YBR019C	716.535	724.611	726.991	732.251	735.147	735.177
YBR020W	720.382	719.831	725.199	688.457	682.211	685.649
YBR021W	1279.608	1260.403	1282.961	1041.311	1020.253	1039.948
YBR022W	374.741	384.006	385.992	389.071	390.789	393.837
YBR023C	1897.272	1881.144	1884.312	1876.867	1836.349	1838.472
YBR024W	240.736	240.913	240.304	245.145	244.497	243.394
YBR025C	485.955	487.572	488.7	500.098	497.431	497.108
YBR026C	415.072	416.749	417	426.723	425.258	425.394
YBR027C	9486.189	10087.525	10291.795	9284.648	9777.842	9793.149
YBR028C	765.753	774.517	774.457	789.37	791.246	790.785
YBR029C	926.598	913.621	919.949	922.568	900.554	909.46
YBR030W	1015.76	1019.754	1015.267	1023.257	1015.449	1011.308
YBR031W	696.275	692.441	701.755	604.268	596.434	605.642
YBR032W	85.714	86.013	84.557	83.307	82.582	82.198
YBR033W	3080.187	3157.39	3176.152	3131.917	3154.547	3186.89
YBR034C	472.739	469.768	473.053	484.145	476.99	478.765
YBR035C	296.604	305.57	304.864	289.517	295.491	297.464
YBR036C	377.004	379.186	380.13	376.762	378.196	378.375
YBR037C	318.592	322.021	318.362	313.665	315.935	314.228
YBR038W	1553.659	1551.537	1567.241	1595.618	1574.292	1583.332
YBR039W	322.12	326.232	328.004	331.761	334.086	334.293
YBR040W	2867.071	2920.229	2892.76	2764.184	2740.046	2799.503
YBR041W	2256.71	2175.863	2144.148	2263.657	2149.069	2157.396
YBR042C	1488.257	1430.907	1436.988	1437.083	1372.507	1381.757
YBR043C	858.337	840.46	839.359	870.452	845.489	841.914
YBR044C	638.705	646.876	649.718	660.384	663.083	662.683
YBR045C	5876.241	5999.163	5982.327	5753.677	5728.654	5738.881
YBR046C	414.383	409.434	410.976	427.099	419.028	418.149
YBR047W	321.282	323.945	322.807	331.768	329.001	328.97
YBR048W	163.512	163.18	161.837	157.726	156.865	157.038
YBR049C	1284.871	1301.958	1301.809	1320.225	1319.944	1321.912
YBR050C	2157.531	2085.141	2102.329	2164.197	2034.496	2043.815
YBR052C	415.955	416.818	417.502	375.754	374.65	375.454
YBR053C	400.184	397.492	400.53	413.279	405.947	404.372
YBR054W	245.824	244.96	244.722	247.592	245.823	245.147
YBR055C	1435.25	1456.945	1462.799	1492.333	1497.182	1498.671
YBR056W	519.403	526.012	528.267	536.064	538.611	537.585
YBR056W-A	49	49	49	49	49	49
YBR057C	379.966	381.522	384.212	392.42	391.473	392.768
YBR058C	1453.456	1473.561	1481.827	1487.729	1478.922	1486.717
YBR058C-A	100.169	102.503	103.493	103.61	104.877	105.392
YBR059C	1680.529	1681.717	1688.892	1708.024	1696.38	1706.343
YBR060C	1378.942	1414.71	1418.065	1401.939	1416.423	1443.762
YBR061C	304.19	304.394	306.205	311.835	309.535	309.961
YBR062C	139.128	139.629	139.558	141.179	141.432	141.529
YBR063C	694.382	697.367	699.187	729.907	723.085	720.694
YBR065C	636.313	646.005	652.453	661.052	663.466	669.044
YBR066C	253.39	258.129	259.594	262.127	264.347	265.424
YBR067C	553.21	549.972	557.382	495.438	484.442	493.876
YBR068C	1535.057	1546.982	1549.368	1555.671	1541.856	1534.66
YBR069C	654.971	659.099	659.879	647.674	648.382	648.335
YBR070C	401.228	398.329	404.851	411.679	405.848	414.728
YBR071W	253.913	253.693	253.985	250.104	249.026	249.895
YBR072C-A	49	49	49	49	49	49
YBR072W	173.337	173.746	173.013	173.14	173.873	173.039
YBR073W	1366.282	1387.77	1398.657	1423.806	1430.813	1437.283
YBR074W	1257.554	1247.578	1250.792	1297.975	1274.15	1276.37
YBR076W	604.449	617.236	622.688	632.443	637.114	638.96
YBR077C	203.262	203.638	208.419	210.404	210.94	213.478
YBR078W	324.748	316.916	320.962	326.714	319.735	322.988
YBR079C	1214.993	1223.78	1229.821	1181.867	1183.573	1188.919
YBR080C	3437.772	3450.211	3435.859	3387.935	3350.322	3394.073
YBR081C	4969.523	4792.032	4796.458	5069.759	4830.127	4835.893
YBR082C	169.393	169.468	168.307	158.568	157.691	159.434
YBR083W	824.55	818.569	821.9	842.503	828.565	833.13
YBR084C-A	123.286	125.605	124.002	121.749	123.719	123.364
YBR084W	1156.79	1165.969	1174.236	1167.028	1168.591	1174.655
YBR085C-A	92.133	92.879	92.944	95.199	94.923	94.499
YBR085W	261.082	260.431	261.744	264.889	263.778	264.097
YBR086C	2219.869	2217.165	2271.603	2231.991	2197.247	2217.54
YBR087W	405.135	405.928	407.266	420.427	417.83	418.239
YBR088C	210.24	208.3	208.753	214.992	212.124	211.92
YBR089C-A	73.498	74.66	73.603	72.42	73.466	73.269
YBR090C	152.001	154.47	154.933	153.873	155.37	155.636
YBR091C	86.899	88.018	87.289	85.927	87.116	87.081
YBR092C	447.811	451.438	453.829	436.6	438.288	440.962
YBR093C	312.677	309.34	310.136	312.836	310.315	310.079
YBR094W	894.457	914.276	916.228	925.893	938.707	939.793
YBR095C	747.427	744.472	741.72	779.911	767.468	764.942
YBR096W	330.809	318.632	319.808	342.944	325.91	322.495
YBR097W	9202.356	9145.438	9233.52	9208.064	9018.444	9012.503
YBR098W	1170.805	1167.577	1174.381	1225.298	1206.702	1209.62
YBR101C	505.499	500.023	504.608	525.899	516.542	520.511
YBR102C	990.27	993.462	992.846	1022.876	1016.172	1017.868
YBR103W	490.388	491.89	490.301	497.271	495.765	492.703
YBR104W	287.897	290.345	290.699	291.985	292.746	292.089
YBR105C	688.905	699.825	710.977	606.533	608.594	620.046
YBR106W	127.013	126.748	126.135	126.29	125.76	125.607
YBR107C	207.665	211.172	210.505	208.704	211.436	210.899
YBR108W	3858.707	3750.371	3877.138	3002.719	2843.542	2931.353
YBR109C	126.343	125.419	126.149	129.482	128.037	128.258
YBR110W	701.426	701.251	700.694	730.844	721.963	721.518
YBR111C	335.109	339.569	338.563	333.096	335.357	335.26
YBR111W-A	133.047	134.123	135.173	139.648	139.373	139.205
YBR112C	1338.417	1330.819	1336.85	1309.353	1298.921	1306.383
YBR114W	904.694	913.223	915.947	927.586	929.837	929.504
YBR115C	4130	4130	4130	4130	4130	4130
YBR117C	777.138	778.279	779.296	755.227	755.039	757.149
YBR118W	314.144	314.034	312.541	308.822	308.899	307.653
YBR119W	340.143	340.367	344.677	353.882	351.467	353.093
YBR120C	505.971	522.683	522.694	528.736	535.532	537.868
YBR121C	817.625	825.083	831.882	840.066	840.936	843.738
YBR122C	176.983	178.307	178.782	182.049	181.618	182.23
YBR123C	1297.61	1291.408	1289.822	1352.292	1330.64	1332.915
YBR125C	635.302	633.34	635.247	609.759	603.633	605.395
YBR126C	715.38	735.251	734.358	656.206	667.444	668.107
YBR126W-A	131.409	127.47	131.081	119.627	116.669	118.489
YBR127C	453.358	458.075	456.508	451.228	452.917	453.016
YBR128C	825.011	850.891	850.172	830.901	838.799	844.891
YBR129C	1211.004	1238.359	1228.924	1280.651	1280.423	1253.955
YBR130C	1367.796	1374.173	1381.578	1409.597	1390.925	1396.572
YBR131W	7636.56	7902.836	7885.084	7550.95	7577.59	7583.342
YBR132C	864.426	859.82	861.265	881.469	866.827	866.598
YBR133C	1352.458	1342.338	1351.703	1370.908	1350.917	1361.163
YBR135W	1063.868	1080.972	1140.686	793.336	783.521	827.468
YBR136W	4431.688	4434.02	4480.627	4607.046	4561.936	4581.087
YBR137W	165.322	167.7	169.525	168.387	170.781	171.942
YBR138C	1620.211	1688.111	1690.321	1674.152	1705.773	1724.017
YBR139W	455.992	451.797	452.862	464.987	457.408	456.615
YBR140C	5715.505	5734.194	5787.622	5928.033	5871.425	5902.859
YBR141C	371.255	375.189	374.562	379.381	380.944	380.163
YBR142W	2743.612	2565.077	2620.511	2825.608	2608.019	2635.994
YBR143C	1188.299	1225.261	1264.055	1247.245	1266.041	1279.751
YBR144C	145.292	142.549	143.658	149.078	144.468	145.441
YBR145W	315.35	319.545	318.997	314.642	316.949	316.652
YBR146W	796.396	780.595	763.92	796.032	772.613	768.436
YBR147W	326.26	326.907	328.84	337.077	335.667	336.232
YBR148W	3416.158	3699.284	3679.42	3483.903	3657.664	3686.918
YBR149W	299.632	299.168	300.27	302.881	301.486	301.64
YBR150C	20926.548	21438.362	21030.198	20755.849	20962.894	20678.365
YBR151W	313.568	312.661	314.771	319.385	316.714	317.031
YBR152W	326.588	333.727	335.321	335.902	340.757	341.032
YBR153W	341.965	345.141	345.805	350.104	350.29	349.922
YBR154C	463.164	483.031	483.1	478.45	490.638	491.214
YBR155W	422.971	429.615	428.939	434.132	436.557	436.784
YBR156C	1779.222	1831.897	1834.094	1849.749	1867.03	1874.368
YBR157C	292.507	296.392	298.882	302.97	303.664	304.194
YBR158W	792.687	794.234	801.36	821.962	817.046	819.483
YBR159W	587.575	599.649	605.188	604.32	611.757	614.7
YBR160W	276.864	279.234	276.685	281.157	281.31	279.789
YBR161W	626.894	630.874	629.789	643.812	639.293	636.705
YBR162C	381.145	378.637	378.418	379.206	376.381	376.752
YBR162W-A	57.132	58.625	58.894	58.833	59.782	60.125
YBR163W	1990.036	1962.56	1970.003	2018.01	1957.436	1957.125
YBR164C	136.369	135.745	135.747	139.298	138.112	137.153
YBR165W	276.537	277.069	278.236	285.518	284.713	284.846
YBR166C	620.802	618.501	618.514	642.543	632.706	632.642
YBR167C	155.427	157.535	158.516	161.024	161.896	162.025
YBR168W	1269.343	1266.724	1278.756	1309.505	1279.684	1288.302
YBR169C	840.716	847.264	850.175	853.308	853.232	853.473
YBR170C	977.412	981.802	982.399	1002.177	992.978	993.155
YBR171W	589.717	586.621	584.538	605.067	589.161	588.723
YBR172C	871.201	872.833	878.216	895.153	891.155	893.227
YBR173C	188.708	187.585	186.624	179.006	177.526	178.572
